,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,금리 변화율,1인평균급여 변화율,증자주식수 변화율,자기주식수 변화율,Label,Code
16,농심,2020,Q4,생활소비재,-0.28843649475978006,0.0,0.03434236364272136,0.13205764233403983,0.0843374664749097,0.0,0.0,0.04202356915146966,004370
16,세방전지,2020,Q4,경기소비재,1.1879800800840556,0.0,0.09604040714805806,0.13205764233403983,0.029492548678342168,0.0,1.3392652460850551,0.00816851512669947,004490
16,조광피혁,2020,Q4,경기소비재,-0.06385352263544625,0.0,-0.21439673611536747,0.13205764233403983,0.015372491342392491,0.0,0.0,-0.09600348042940367,004700
16,한솔테크닉스,2020,Q4,정보기술,-0.11860663446577882,0.0,0.0837837698215349,0.13205764233403983,0.1385922187665043,0.0,0.0,-0.07232028588327229,004710
16,효성,2020,Q4,에너지_화학,-0.20241102860465454,0.0,-0.05901375371421458,0.13205764233403983,-0.017421602787456414,0.0,0.569331843647874,0.2699682726809041,004800
16,삼광글라스,2020,Q4,철강_소재,-0.2156833133416598,2.023432263146684,1.8554985576369072,0.13205764233403983,-0.7135416666666666,0.4117790687761844,0.04036523686344151,0.09900104840634069,005090
16,빙그레,2020,Q4,생활소비재,-0.21460109103307198,0.0,0.037875879435957716,0.13205764233403983,-0.026729302088454365,0.0,0.0,0.0852569702354805,005180
16,롯데칠성,2020,Q4,생활소비재,0.10706371732283673,0.11194990859607445,0.18141903402177273,0.13205764233403983,0.010582010582010692,1.029162138492052,-0.628175519630485,0.3561363058598155,005300
16,현대차,2020,Q4,경기소비재,0.03561235165266283,0.0,0.061385971195626166,0.13205764233403983,-0.08092485549132944,0.0,0.10962578317316463,-0.032169108822205854,005380
16,현대그린푸드,2020,Q4,생활소비재,0.14399937771059484,0.0,0.12309021971951761,0.13205764233403983,0.06384860873491482,0.0,0.0,0.08351538919139982,005440
16,POSCO,2020,Q4,철강_소재,0.010481830291593275,0.0,-0.010658408729844915,0.13205764233403983,0.018181818181818077,0.0,0.5798411131132875,0.21377281100309467,005490
16,삼립식품,2020,Q4,생활소비재,-0.1952273252690914,0.0,-0.01901198505906987,0.13205764233403983,0.1333185461759796,0.0,0.0,0.19157856270184248,005610
16,크라운제과,2020,Q4,생활소비재,-0.1356658513429766,0.0,0.03130563021753696,0.13205764233403983,-0.16373434639483608,0.0,0.6235416509413838,0.2574689736607466,005740
16,에스엘,2020,Q4,경기소비재,0.33671568250057743,0.0,0.37157681532123377,0.13205764233403983,0.015366056398055328,0.0,0.22399568715212426,0.08687638195224459,005850
16,삼성전자,2020,Q4,정보기술,0.06305190930787594,0.0,0.19556452908973943,0.13205764233403983,0.1758793969849246,0.0,0.0,-0.04749286885392753,005930
16,SK케미칼,2020,Q4,에너지_화학,-0.3461234129235028,0.0,-0.11475399868713598,0.13205764233403983,0.22758620689655173,0.0,0.0,-0.10301953495108428,006120
16,LS,2020,Q4,산업재,-0.08982644558891265,0.0,0.0531877362188482,0.13205764233403983,-0.06998813760379596,0.0,0.0,0.09368193975702957,006260
16,녹십자,2020,Q4,헬스케어,-0.3312796150323131,0.0,0.05755230956908752,0.13205764233403983,0.1282051282051282,0.0,0.0,0.010559098662608922,006280
16,삼성SDI,2020,Q4,정보기술,0.10294257651016456,0.0,0.022304456420761287,0.13205764233403983,0.08361204013377921,0.0,0.0,-0.051867556383400376,006400
16,대한유화,2020,Q4,에너지_화학,0.13896321336925743,0.0,0.11586440866876901,0.13205764233403983,0.049689440993788914,0.0,0.0,-0.1810546587932857,006650
16,GS리테일,2020,Q4,생활소비재,-0.10572869048274586,0.0,0.14676757138770635,0.13205764233403983,0.07162534435261714,0.0,0.01509081255809308,-0.06717929410424042,007070
16,오뚜기,2020,Q4,생활소비재,-0.1773516323031457,0.0,-0.06741868233803339,0.13205764233403983,0.034482758620689724,-0.596071097877594,0.27473338031477557,-0.07908392736314421,007310
16,동아타이어,2020,Q4,경기소비재,0.10176393435395803,0.0,0.0,0.13205764233403983,-0.12833604556550038,0.0,0.08624563608544822,0.15920995838127228,007340
16,일양약품,2020,Q4,헬스케어,-0.7222240162038875,0.0,0.06124074015065428,0.13205764233403983,0.00877192982456143,-0.5000033601924718,0.0,0.04858363004501072,007570
16,국도화학,2020,Q4,에너지_화학,0.046517820166389556,0.0,0.029705897931550762,0.13205764233403983,-0.031109689798528906,0.015368298439598194,0.49122146310312775,0.2559954823664784,007690
16,서연,2020,Q4,경기소비재,-0.2351133651551313,0.0,0.21153810106646787,0.13205764233403983,0.15864641717488492,0.0,0.0,0.7055306476695572,007860
16,대덕전자,2020,Q4,정보기술,-0.17938581097556472,0.0,-0.5874532800880182,0.13205764233403983,0.031746031746031855,0.09883251859830877,0.0,0.03994710777153376,008060
16,서흥,2020,Q4,헬스케어,-0.23824293152825574,0.0,0.32367209509042705,0.13205764233403983,0.0990099009900991,0.0,0.0,0.051612771858169336,008490
16,호텔신라,2020,Q4,경기소비재,-0.1633270105320653,0.0,0.0907226881661678,0.13205764233403983,-0.1992337164750958,0.0,0.0,0.06189878842160485,008770
16,삼성전기,2020,Q4,정보기술,0.0018666342269697822,0.0,-0.03302494567583536,0.13205764233403983,0.11643835616438358,0.0,0.0,-0.1447299000532229,009150
16,한샘,2020,Q4,경기소비재,-0.1357677855075407,0.0,-0.0032997280229013493,0.13205764233403983,0.08064516129032273,0.0,0.06268904446117407,0.003610663544385131,009240
16,광동제약,2020,Q4,헬스케어,-0.3261186561604223,0.0,-0.07891005849435717,0.13205764233403983,-0.02608695652173909,0.0,-0.11682025544851615,0.0425041024663672,009290
16,현대중공업,2020,Q4,중공업,0.06919230916493299,0.0,0.4223863384573603,0.13205764233403983,-0.01602858689023079,0.0,0.0,0.18953198958350204,009540
16,무림P&P,2020,Q4,철강_소재,0.3678466441585656,0.015371660080023997,0.0,0.13205764233403983,-0.00877192982456143,0.0,0.0,0.09020125625153456,009580
16,모토닉,2020,Q4,경기소비재,-0.14512187815180605,0.0,0.19125318581931783,0.13205764233403983,-0.00644825680318184,0.0,0.014169925239268188,-0.050956530341021995,009680
16,한화케미칼,2020,Q4,에너지_화학,-0.30603407752536355,0.0,-0.011404299018646702,0.13205764233403983,-0.23474924276490494,-0.7386776599703495,-0.7648215236923657,-0.023538795302231835,009830
16,OCI,2020,Q4,에너지_화학,0.6155195174742902,0.0,0.506877282646133,0.13205764233403983,0.08333333333333326,0.0,0.1740884441451569,-0.08237336158214913,010060
16,LS산전,2020,Q4,산업재,-0.16087907716786004,0.0,0.07297298409867348,0.13205764233403983,-0.017632241813602012,0.0,0.0,-0.07273411347431195,010120
16,고려아연,2020,Q4,철강_소재,-0.19433020247902077,0.0,-0.0391766853616522,0.13205764233403983,0.03280358920080251,0.015517418015470463,0.0,0.12464930818741818,010130
16,삼성중공업,2020,Q4,중공업,-0.16253200938734758,0.0,0.04280851216247017,0.13205764233403983,0.02066115702479343,0.0,0.0,-0.11626654964734412,010140
16,현대미포조선,2020,Q4,중공업,0.3054352155519937,0.0,0.1205554670710951,0.13205764233403983,-0.09832267406781703,0.0,0.0,0.5357704126401688,010620
16,화신,2020,Q4,경기소비재,0.6451454106563874,0.0,0.08339625417141727,0.13205764233403983,0.06730769230769229,0.0,0.0,0.04587495535978926,010690
16,아이에스동서,2020,Q4,건설,0.025096669850702996,0.0,-0.06105121601073338,0.13205764233403983,0.0672713529856388,0.0,11.850819060733855,0.1793508924799348,010780
16,S-Oil,2020,Q4,에너지_화학,-0.00010545919522536584,0.0,0.0,0.13205764233403983,-0.011287751142163849,0.0,0.0,0.19124715098543463,010950
16,LG이노텍,2020,Q4,정보기술,0.06013372731749822,0.0,0.04858477703167208,0.13205764233403983,0.09298531810766719,0.0,0.0,-0.017628415396143716,011070
16,롯데케미칼,2020,Q4,에너지_화학,-0.11527511149870814,0.0,-0.17536673118291968,0.13205764233403983,-0.04458598726114649,0.0,0.0,-0.08086694606002906,011170
16,현대상선,2020,Q4,산업재,0.29751064382928005,0.0,0.09666657605642781,0.13205764233403983,0.005203831588326935,-0.9302448636791129,0.0,0.9641633652587319,011200
16,현대위아,2020,Q4,경기소비재,0.4962943685573553,0.0,-0.11572735023430825,0.13205764233403983,0.1956989247311829,0.0,0.0,-0.026295454976553584,011210
16,금호석유,2020,Q4,에너지_화학,0.33631520627344014,0.0,0.005718378956188541,0.13205764233403983,0.08099999999999996,0.0,0.0,0.07432866185673767,011780
16,SKC,2020,Q4,에너지_화학,0.1843173260795445,0.008891620001888922,0.34492153143474846,0.13205764233403983,-0.07784431137724546,0.19845760140364943,0.0014148526892845403,0.0,011790
16,현대모비스,2020,Q4,경기소비재,0.009740299682602094,0.0,-0.18582229297555242,0.13205764233403983,-0.03144654088050314,0.0,0.3546684068498316,-0.10530640113816121,012330
16,한화테크윈,2020,Q4,중공업,0.28320079864359915,0.0,0.02072174270448013,0.13205764233403983,-0.0547945205479452,0.0,-0.43207614010288076,0.03199781496555087,012450
16,현대산업,2020,Q4,건설,-0.1878153767473577,0.0,-0.1161035098220562,0.13205764233403983,0.21323529411764697,0.0,1.2164047041523554,0.2533327674452463,012630
16,에스원,2020,Q4,경기소비재,-0.21781960778675571,0.0,-0.04932602212058157,0.13205764233403983,0.029535864978903037,0.0,0.0,-0.06664685107579475,012750
16,한솔케미칼,2020,Q4,에너지_화학,0.281228904395966,0.0,0.03877562441281435,0.13205764233403983,0.0714285714285714,0.015373757045190395,0.0,0.022636875524140513,014680
16,동원시스템즈,2020,Q4,에너지_화학,0.2506190250486827,0.0,0.0,0.13205764233403983,0.12218668523054887,0.0,0.0,-0.11077918367723082,014820
16,유니드,2020,Q4,에너지_화학,0.15584330930655402,0.0,0.08122817075207078,0.13205764233403983,0.09335080248935479,0.0,0.0,0.2177878537759266,014830
16,한국전력,2020,Q4,생활소비재,-0.09111208004406099,0.0,0.036566770717555874,0.13205764233403983,0.027761556379383823,0.0,0.0,-0.05075691865340839,015760
16,SK텔레콤,2020,Q4,커뮤니케이션서비스,-0.14644010149018505,0.0,-0.05222539289866124,0.13205764233403983,0.05882352941176472,0.0,0.2377753272557408,0.22431357743014252,017670
16,현대엘리베이,2020,Q4,중공업,-0.13973479856089485,0.014727018097497435,0.3911322892853155,0.13205764233403983,0.07894736842105265,0.0122525254180601,0.015373040873756016,0.11894539345943225,017800
16,삼성에스디에스,2020,Q4,정보기술,-0.1676362929393151,0.0,0.016562581949755906,0.13205764233403983,-0.06030150753768848,0.0,0.0,-0.0688556862167449,018260
16,한온시스템,2020,Q4,경기소비재,0.026849860561077687,0.0,0.015388538765282567,0.13205764233403983,0.010969987652559077,0.0,0.41133461517001146,-0.07809477567376012,018880
16,대교,2020,Q4,경기소비재,-0.1638698418390691,0.0,-0.08554105810776091,0.13205764233403983,0.04651162790697683,0.0,0.16075115036402732,0.08078330512026359,019680
16,한섬,2020,Q4,경기소비재,0.02726953549916386,0.0,-0.02165206158520061,0.13205764233403983,0.20689269522277387,0.0,0.0,0.2635090238796089,020000
16,일진머티리얼즈,2020,Q4,정보기술,0.15774264550482742,0.0,0.06632870304921723,0.13205764233403983,-0.0980392156862745,0.0,0.0,0.013472384297807137,020150
16,코웨이,2020,Q4,경기소비재,-0.3526109524368455,0.0,0.3361222316826131,0.13205764233403983,-0.17449896881248128,0.0,-0.2132714909462543,0.1860718889346368,021240
16,롯데쇼핑,2020,Q4,경기소비재,0.061126155070069105,0.0,0.03766099092253494,0.13205764233403983,0.03960129585659722,0.0,0.0,-0.10704298935123396,023530
16,한국단자,2020,Q4,산업재,0.22373610366440966,0.0,0.12793675032247642,0.13205764233403983,0.14883461499775974,0.0,0.4116673749367361,0.12201228827997054,025540
16,남해화학,2020,Q4,에너지_화학,-0.16711090967505055,0.0,0.039916618804486825,0.13205764233403983,0.10237969106815226,0.0,0.0,0.06454391722700863,025860
16,삼성엔지니어링,2020,Q4,건설,-0.08195998672991425,0.0,-0.017554240455927572,0.13205764233403983,0.010204081632652962,0.0,0.0,0.3579821921973163,028050
16,삼성물산,2020,Q4,경기소비재,-0.23250586837168655,0.0,0.35752462936829166,0.13205764233403983,-0.016759776536312887,-0.9502290079263663,-0.10623171817854493,0.14734185513496112,028260
16,신도리코,2020,Q4,정보기술,-0.08794918269014285,0.0,0.06014830939847893,0.13205764233403983,0.026347528848857715,0.0,0.0752320232426762,0.022992224041519016,029530
16,제일기획,2020,Q4,커뮤니케이션서비스,-0.2504967954104901,0.0,-0.026193145783061422,0.13205764233403983,0.033816425120772875,0.0,0.0,0.079842253040428,030000
16,KT,2020,Q4,커뮤니케이션서비스,-0.09983873746509994,0.0,0.061908712081415684,0.13205764233403983,0.043209876543209846,0.0,0.21420067651074093,0.14838908409715276,030200
16,LG유플러스,2020,Q4,커뮤니케이션서비스,-0.21049873952618584,0.0,-0.02000113396557579,0.13205764233403983,0.0,0.0,0.0,0.23651442304334377,032640
16,세종공업,2020,Q4,경기소비재,-0.22281601410479696,0.05264320011525392,0.38869992352491334,0.13205764233403983,-0.14752483801295901,0.9477827586049874,-0.03287205554575634,-0.08585542370093546,033530
16,KT&G,2020,Q4,생활소비재,-0.28473303177620135,0.0,-0.001458006160607317,0.13205764233403983,0.09090909090909083,0.0,0.23337061662304492,-0.012914284177773988,033780
16,무학,2020,Q4,생활소비재,-0.20523190075606593,0.0,0.09972695001365883,0.13205764233403983,0.09677419354838701,0.0,0.6149063128741705,0.3235567241577195,033920
16,두산중공업,2020,Q4,중공업,-0.5525277418455321,0.4566741201937139,0.0,0.13205764233403983,-0.10619469026548678,0.4131723937639673,0.6899398513975705,0.10338240903317135,034020
16,SBS,2020,Q4,커뮤니케이션서비스,0.09215936211759598,0.0,-0.01304320374227419,0.13205764233403983,0.07692307692307687,0.01536727831797191,0.0,0.3383103043648658,034120
16,LG디스플레이,2020,Q4,정보기술,0.2872323621598828,0.0,-0.8332032485287441,0.13205764233403983,0.016000000000000014,0.0,0.0,-0.037279300096139764,034220
16,SK,2020,Q4,정보기술,-0.05956013232373533,0.0,0.1809030447320814,0.13205764233403983,0.04878048780487809,0.0,-0.00014265328915519238,0.10737514552554797,034730
16,강원랜드,2020,Q4,경기소비재,-0.04349093506854898,0.0,-0.030400558614095186,0.13205764233403983,1.7514159235059883,0.0,0.0,-0.04015675051760344,035250
16,NAVER,2020,Q4,커뮤니케이션서비스,0.12161869244126366,0.0,0.0816568107285478,0.13205764233403983,0.21975790468640422,0.0,-0.1322571983310613,-0.12525002619150338,035420
16,한국가스공사,2020,Q4,생활소비재,-0.09437469756989733,0.0,-0.11345520748067817,0.13205764233403983,0.07196001455226808,0.0,0.3871648673156878,-0.04035423304469289,036460
16,엔씨소프트,2020,Q4,커뮤니케이션서비스,-0.08463042604976495,0.0,0.0,0.13205764233403983,0.26271881844661604,0.2718115683980262,0.0,-0.12412710673813299,036570
16,팜스코,2020,Q4,생활소비재,0.3232220181446322,0.0,0.1704125169458537,0.13205764233403983,-0.102195716996476,0.0,0.0,0.10839639010048922,036580
16,대우조선해양,2020,Q4,중공업,-0.182585628916713,0.0007847734379222704,0.035209638685962386,0.13205764233403983,0.008403361344537785,-0.12482309215018206,0.0,0.35915649211744693,042660
16,두산인프라코어,2020,Q4,중공업,-0.316457462196225,0.012505352796941205,0.0864564553854632,0.13205764233403983,-0.018018018018017945,7.732666053070687,0.0,0.2743185720484617,042670
16,한미반도체,2020,Q4,정보기술,0.577523842804617,0.0,-0.0326095899537735,0.13205764233403983,0.020749823154916358,0.0,-0.66738767703776,0.5030631965237449,042700
16,대우건설,2020,Q4,건설,0.5392166771579858,0.0,0.1021767177271733,0.13205764233403983,0.05895117540687167,0.0,0.0,0.1620721482639212,047040
16,대우인터내셔널,2020,Q4,산업재,0.28923200291135587,0.0,0.07043874820310547,0.13205764233403983,0.2847682119205297,0.0,0.0,0.005251321471199531,047050
16,한국항공우주,2020,Q4,산업재,0.2665721644326363,0.0,0.014172555595245662,0.13205764233403983,0.22222222222222232,0.0,0.0,-0.14587537595368386,047810
16,동원F&B,2020,Q4,생활소비재,-0.16607744073172684,0.0,-0.15132016622157551,0.13205764233403983,0.029027284306496037,0.0,0.0,0.2668354660382567,049770
16,한전KPS,2020,Q4,산업재,-0.25791104063817966,0.0,-0.030955924524747824,0.13205764233403983,0.13331465396469588,0.0,0.0,0.3543487225247332,051600
16,LG생활건강,2020,Q4,생활소비재,-0.24998970886687066,0.0,0.03773341967636501,0.13205764233403983,0.04663212435233155,0.0,0.0,-0.03447530896059896,051900
16,LG화학,2020,Q4,에너지_화학,0.06149337901301097,0.0,-0.11336026399811472,0.13205764233403983,0.032196969696969724,0.0,-0.7116403321220721,-0.03212031700474325,051910
16,한전기술,2020,Q4,건설,0.0406233475769224,0.0,0.06393751282332683,0.13205764233403983,0.05785123966942152,0.0,0.0,0.9012499083346235,052690
16,한라홀딩스,2020,Q4,경기소비재,-0.1309109459903539,0.0,0.0,0.13205764233403983,-0.1711711711711712,0.0,0.22350319334976665,0.09049993920195319,060980
16,현대로템,2020,Q4,중공업,0.08083517114286573,0.0,0.0,0.13205764233403983,0.04844290657439454,0.07317884615384607,0.0,-0.04655100636791496,064350
16,S&T모티브,2020,Q4,경기소비재,-0.060041063918283843,0.0,-0.1190454462232905,0.13205764233403983,0.07499999999999996,0.0,0.08415594004148064,-0.10500328498911604,064960
16,LG전자,2020,Q4,정보기술,0.5158245616455364,0.0,-0.09104826791690923,0.13205764233403983,0.01298701298701288,0.0,3.906936766329139e-06,-0.04547045011634894,066570
16,휴켐스,2020,Q4,에너지_화학,-0.299890693090354,0.0,0.01855660687951488,0.13205764233403983,0.30448127685696735,0.0,0.0,-0.05868527679192422,069260
16,대웅제약,2020,Q4,헬스케어,0.15086989844319507,0.0,0.05988427215440306,0.13205764233403983,0.016393442622950838,0.0,-0.3490742313572278,0.08006156625333917,069620
16,현대백화점,2020,Q4,경기소비재,0.0190289742250265,0.0,0.0013926481795738521,0.13205764233403983,0.024590163934426146,0.0,0.2168162297140157,0.023507845474213328,069960
16,금호타이어,2020,Q4,경기소비재,-0.274627641255499,0.0,-0.059225715550459856,0.13205764233403983,0.06194690265486735,0.0,0.0,0.3799190529628699,073240
16,에이블씨엔씨,2020,Q4,생활소비재,-0.24000061195765252,0.0,0.0027672178090480948,0.13205764233403983,-0.01561544758411304,0.0,0.15417957988493325,0.0005029002568398416,078520
16,GS,2020,Q4,에너지_화학,-0.16121921322228178,0.0,-0.20612357853338115,0.13205764233403983,-0.13025210084033612,0.0,0.0,0.23203256335894148,078930
16,현대리바트,2020,Q4,경기소비재,-0.1334741554676363,0.0,0.11688967538358752,0.13205764233403983,-0.00917431192660545,0.0,0.0,0.09741284745558716,079430
16,휴비스,2020,Q4,에너지_화학,-0.23642944339286215,0.0,0.2939731708953828,0.13205764233403983,0.0,0.0,0.0,0.27808568937601197,079980
16,두산엔진,2020,Q4,중공업,0.19865885928451993,0.0,0.21151543559131047,0.13205764233403983,0.10810810810810811,0.0,0.0,0.3212788906987244,082740
16,베이직하우스,2020,Q4,경기소비재,-0.34593810742317255,0.0,0.024689758068468404,0.13205764233403983,0.28873528205729015,0.0,0.0,0.15848346641436978,084870
16,현대글로비스,2020,Q4,산업재,-0.23305742144876557,0.0,0.0,0.13205764233403983,0.01583595209464783,0.0,0.0,-0.0639181928748738,086280
16,아모레퍼시픽,2020,Q4,생활소비재,0.086899006588744,0.0,0.07270031858765846,0.13205764233403983,-0.06796116504854366,0.0,3.8812116367470395e-06,0.2622404628831451,090430
16,LF,2020,Q4,경기소비재,-0.16504967088761535,0.0,-0.1332485358902762,0.13205764233403983,0.0738255033557047,0.0,0.41162150266684705,0.1227630913078054,093050
16,후성,2020,Q4,에너지_화학,-0.13026193249190343,0.0,-0.0035411123150248525,0.13205764233403983,0.010786992434891118,0.0,0.0,-0.10013185885471829,093370
16,SK이노베이션,2020,Q4,에너지_화학,0.1584359948952254,0.0,-0.2475785943409573,0.13205764233403983,-0.11428571428571432,0.01529487659588935,0.8410824811497024,0.16742742351010328,096770
16,한진중공업,2020,Q4,중공업,-0.39102079511859045,0.0,0.0013337124243451015,0.13205764233403983,0.02518728357193112,0.0,0.0,0.1713770196377581,097230
16,CJ제일제당,2020,Q4,생활소비재,-0.09438264796974563,0.0,-0.06463709186809741,0.13205764233403983,0.14864864864864868,0.5523484946177133,0.0,0.0818562482202176,097950
