year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,3,3,120,CJ대한통운,산업재,,,,
2021,Q1,3,4,120,CJ대한통운,산업재,2021-03-29,중립,"뉴스 기사는 CJ대한통운과 관련이 없는 현대로템의 KTX-이음 납품에 대한 내용만을 다루고 있습니다. 경제 영상에서는 택배 노동자들의 과중한 업무로 인한 부정적인 상황을 언급하고 있지만, 이는 CJ대한통운의 주가에 직접적인 영향을 미칠 수 있는 구체적인 정보가 부족합니다. 두 콘텐츠 모두 CJ대한통운의 주가에 대한 명확한 긍정적 또는 부정적 영향을 제공하지 않으므로 중립으로 판단합니다.",0.0
2021,Q2,4,1,120,CJ대한통운,산업재,2021-04-01,중립,"뉴스 기사는 CJ대한통운의 택배기사가 화재를 막은 긍정적인 사회적 기여를 보도했으며, 경제 영상은 취약계층을 위한 기부 활동을 다루고 있습니다. 두 콘텐츠 모두 기업의 사회적 책임을 강조하고 있지만, 주가에 직접적인 영향을 미칠 만한 재무적 정보는 제공하지 않으므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q2,4,2,120,CJ대한통운,산업재,,,,
2021,Q2,4,3,120,CJ대한통운,산업재,2021-04-20,부정,"뉴스 기사에서는 CJ대한통운이 산업안전보건법 위반 혐의로 고발될 예정이라는 부정적인 소식을 전하고 있습니다. 경제 영상에서는 택배 대리점과 관련된 부정적인 상황을 암시하고 있으나, 구체적인 내용이 명확하지 않습니다. 두 콘텐츠 모두 부정적인 맥락을 가지고 있어 종합적으로 부정적인 영향을 미칠 것으로 판단됩니다.",-1.0
2021,Q2,4,4,120,CJ대한통운,산업재,2021-04-27,긍정,"뉴스 기사에서는 CJ대한통운이 컬리와의 협력을 통해 샛별배송을 전국으로 확대하는 MOU를 체결했다는 긍정적인 소식을 전하고 있습니다. 이는 물류 네트워크 확장과 매출 증가 가능성을 시사합니다. 경제 영상에서는 CJ대한통운이 AI 기술을 활용한 자동화 시스템을 상용화했다는 점을 강조하고 있어, 운영 효율성 향상과 비용 절감에 긍정적인 영향을 미칠 수 있습니다. 두 콘텐츠 모두 긍정적인 발전을 다루고 있어 종합적으로 긍정으로 판단합니다.",1.0
2021,Q2,5,1,120,CJ대한통운,산업재,2021-05-06,중립,"뉴스 기사는 CJ대한통운과 직접 관련이 없는 카카오모빌리티 사건에 대한 내용을 다루고 있으며, 경제 영상에서는 택배비 인상에 대한 내용을 다루고 있습니다. 두 콘텐츠 모두 CJ대한통운의 주가에 직접적인 영향을 미칠 만한 구체적인 정보가 부족하여 종합적으로 중립으로 판단합니다.",0.0
2021,Q2,5,2,120,CJ대한통운,산업재,,,,
2021,Q2,5,3,120,CJ대한통운,산업재,2021-05-16,,,
2021,Q2,5,4,120,CJ대한통운,산업재,,,,
2021,Q2,6,1,120,CJ대한통운,산업재,,,,
2021,Q2,6,2,120,CJ대한통운,산업재,,,,
2021,Q2,6,3,120,CJ대한통운,산업재,2021-06-17,긍정,"뉴스 기사에서는 우체국의 택배사업 축소로 인해 CJ대한통운이 최대 수혜를 받을 것으로 예상되며, 투자의견 '매수'와 목표주가 유지가 언급되었습니다. 경제 영상에서는 특정 종목에 대한 실적 증대가 예상된다고 언급되었으나, CJ대한통운에 대한 직접적인 언급은 없었습니다. 뉴스 기사의 긍정적인 전망이 더 명확하게 드러나므로 종합적으로 긍정으로 판단합니다.",1.0
2021,Q2,6,4,120,CJ대한통운,산업재,,,,
2021,Q3,7,1,120,CJ대한통운,산업재,2021-07-07,중립,"뉴스 기사와 경제 영상 모두 CJ대한통운과 직접적으로 관련된 정보가 부족합니다. 뉴스 기사는 이마트와 네이버의 협력에 관한 내용이며, 경제 영상은 폐플라스틱 재활용에 관한 내용으로 CJ대한통운의 주가에 미치는 영향을 판단하기 어렵습니다.",0.0
2021,Q3,7,2,120,CJ대한통운,산업재,2021-07-14,부정,뉴스 기사와 경제 영상 모두 CJ대한통운의 성남 지역에서의 파업으로 인한 배송 중단과 그로 인한 소비자 불편을 강조하고 있습니다. 이는 기업의 운영에 부정적인 영향을 미칠 수 있는 요소로 판단됩니다.,-1.0
2021,Q3,7,3,120,CJ대한통운,산업재,2021-07-21,중립,"뉴스 기사에서는 CJ대한통운이 e커머스 사업 확장을 위해 e풀필먼트센터를 대규모로 추가하는 긍정적인 사업 확장 계획을 발표했습니다. 반면, 경제 영상에서는 택배기사들과의 교섭 문제로 인한 법적 분쟁이 진행 중임을 언급하며, 이는 기업 운영에 부정적인 영향을 미칠 수 있는 요소입니다. 두 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
2021,Q3,7,4,120,CJ대한통운,산업재,,,,
2021,Q3,8,1,120,CJ대한통운,산업재,,,,
2021,Q3,8,2,120,CJ대한통운,산업재,2021-08-13,부정,"뉴스 기사에서는 CJ대한통운이 택배기사들과의 법적 분쟁으로 인해 사업 지속 여부를 고민해야 할 정도로 큰 파장을 불러올 수 있다고 보도하고 있습니다. 경제 영상에서는 CJ대한통운이 택배기사들을 상대로 손해배상 청구를 제기한 사건을 다루고 있어, 법적 분쟁이 실제로 진행 중임을 확인할 수 있습니다. 두 콘텐츠 모두 법적 분쟁과 관련된 부정적인 측면을 강조하고 있어, 종합적으로 부정적인 영향을 미칠 것으로 판단됩니다.",-1.0
2021,Q3,8,3,120,CJ대한통운,산업재,,,,
2021,Q3,8,4,120,CJ대한통운,산업재,2021-08-31,중립,"뉴스 기사에서는 CJ대한통운이 SK에너지와의 협력을 통해 도심 물류서비스 개발 및 친환경 차량 전환을 추진하는 긍정적인 소식을 전했습니다. 반면, 경제 영상에서는 택배 요금 인상분의 대부분이 CJ대한통운에 귀속된다는 비판적인 주장을 제기했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q3,9,1,120,CJ대한통운,산업재,,,,
2021,Q3,9,2,120,CJ대한통운,산업재,2021-09-10,중립,"뉴스 기사에서는 CJ대한통운이 미래에셋과 함께 유망 스타트업에 투자하는 펀드를 조성한다는 긍정적인 소식을 전했으나, 경제 영상에서는 CJ대한통운 택배기사들의 파업이 3주 넘게 지속되고 있다는 부정적인 상황을 보도했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q3,9,3,120,CJ대한통운,산업재,2021-09-16,,,
2021,Q3,9,4,120,CJ대한통운,산업재,,,,
2021,Q4,10,1,120,CJ대한통운,산업재,2021-10-07,,,
2021,Q4,10,2,120,CJ대한통운,산업재,2021-10-14,중립,"뉴스 기사에서는 '택배 단가 인상'이 주가 상승 모멘텀으로 작용할 수 있지만, 주가가 여전히 불안하다고 보도했습니다. 반면, 경제 영상에서는 CJ대한통운이 9개월 만에 또다시 단가를 인상한다고 언급하며 긍정적인 측면을 강조했습니다. 두 콘텐츠의 논조가 상충하여 종합적으로 중립으로 판단합니다.",0.0
2021,Q4,10,3,120,CJ대한통운,산업재,2021-10-21,,,
2021,Q4,10,4,120,CJ대한통운,산업재,,,,
2021,Q4,11,1,120,CJ대한통운,산업재,,,,
2021,Q4,11,2,120,CJ대한통운,산업재,,,,
2021,Q4,11,3,120,CJ대한통운,산업재,2021-11-21,긍정,"뉴스 기사에서는 CJ대한통운이 물류업계 최초로 '디지털 트윈' 기술을 도입한다고 발표하여 기술 혁신을 통한 운영 효율성 향상을 기대할 수 있음을 강조하고 있습니다. 경제 영상에서는 CJ대한통운이 대규모 투자를 통해 물류 인프라를 강화하려는 계획을 발표하였으며, 이는 장기적인 성장 가능성을 시사합니다. 두 콘텐츠 모두 긍정적인 발전과 투자를 강조하고 있어 종합적으로 긍정적인 전망을 판단할 수 있습니다.",1.0
2021,Q4,11,4,120,CJ대한통운,산업재,,,,
2021,Q4,12,1,120,CJ대한통운,산업재,2021-12-02,,,
2021,Q4,12,2,120,CJ대한통운,산업재,2021-12-08,,,
2021,Q4,12,3,120,CJ대한통운,산업재,2021-12-20,부정,"뉴스 기사는 CJ대한통운과 관련이 없는 현대로템의 KTX-이음에 대한 내용으로, CJ대한통운의 주가에 영향을 미칠 정보가 없습니다. 반면, 경제 영상에서는 CJ대한통운의 택배 노동자들이 과로사 방지를 위한 사회적 합의가 제대로 이행되지 않고 있다는 부정적인 내용을 다루고 있습니다. 따라서, 영상의 부정적인 정보가 CJ대한통운의 단기 주가에 부정적인 영향을 미칠 가능성이 높다고 판단됩니다.",-1.0
2021,Q4,12,4,120,CJ대한통운,산업재,2021-12-29,중립,"뉴스 기사에서는 CJ대한통운이 물류센터에 자동화 기술을 도입하여 운영 효율성을 높이고 있다는 긍정적인 내용을 전하고 있습니다. 반면, 경제 영상에서는 노조의 파업으로 인해 택배 서비스에 차질이 생길 수 있는 부정적인 상황을 설명하고 있습니다. 자동화 도입의 긍정적 영향과 노조 파업의 부정적 영향이 상충하여 종합적으로 중립으로 판단합니다.",0.0
2022,Q1,1,1,120,CJ대한통운,산업재,2022-01-06,부정,"뉴스 기사에서는 CJ대한통운이 택배노동자 과로사 방지를 위한 사회적 합의 이행을 제안하며 긍정적인 이미지를 보였으나, 경제 영상에서는 택배 노조와 대리점 소장 간의 물류 수상 및 갈등 상황이 언급되어 부정적인 영향을 미칠 수 있음을 시사합니다. 두 콘텐츠를 종합했을 때, 노조와의 갈등이 주가에 부정적인 영향을 미칠 가능성이 더 크다고 판단됩니다.",-1.0
2022,Q1,1,2,120,CJ대한통운,산업재,2022-01-11,부정,뉴스 기사에서는 CJ대한통운이 택배 물량 증가율 둔화와 경쟁 심화로 인해 점유율이 떨어지고 있다고 보도했습니다. 경제 영상에서는 택배노동조합의 총파업으로 인한 설 택배 대란 우려가 커지고 있다고 언급했습니다. 두 콘텐츠 모두 CJ대한통운의 단기적인 부정적 요인을 강조하고 있습니다.,-1.0
2022,Q1,1,3,120,CJ대한통운,산업재,2022-01-17,부정,"뉴스 기사와 경제 영상 모두 CJ대한통운의 파업으로 인한 배송 차질 문제를 다루고 있습니다. 뉴스 기사에서는 파업이 지속되고 있으며, 정부가 특별관리를 시작한다고 보도했습니다. 경제 영상에서는 파업이 3주째 지속되면서 배송 차질이 발생하고 있다고 강조하고 있습니다. 두 콘텐츠 모두 파업으로 인한 부정적인 영향을 강조하고 있어, 종합적으로 부정적인 전망으로 판단합니다.",-1.0
2022,Q1,1,4,120,CJ대한통운,산업재,2022-01-26,중립,"뉴스 기사에서는 CJ대한통운의 택배기사 과로 방지를 위한 사회적 합의가 양호하게 이행되고 있다는 긍정적인 소식을 전하고 있습니다. 그러나 경제 영상의 내용은 명확하지 않으며, CJ대한통운의 주가에 대한 직접적인 영향을 판단할 수 있는 정보가 부족합니다. 따라서 두 콘텐츠를 종합했을 때 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.",0.0
2022,Q1,2,1,120,CJ대한통운,산업재,,,,
2022,Q1,2,2,120,CJ대한통운,산업재,2022-02-12,부정,"뉴스 기사와 경제 영상 모두 CJ대한통운의 노사 갈등과 관련된 부정적인 내용을 다루고 있습니다. 뉴스 기사에서는 택배노조의 본사 점거와 농성 돌입을 보도하고 있으며, 경제 영상에서는 노사 관계 악화와 소비자 피해 증가를 언급하고 있습니다. 두 콘텐츠 모두 부정적인 영향을 미칠 수 있는 요소를 강조하고 있어 종합적으로 부정적인 전망으로 판단합니다.",-1.0
2022,Q1,2,3,120,CJ대한통운,산업재,2022-02-18,부정,"뉴스 기사에서는 택배기사 과로사 대책과 관련된 노조의 점거가 지속되고 있음을 보도하고 있으며, 경제 영상에서는 택배 노조의 파업이 53일째 이어지고 있다는 점을 강조하고 있습니다. 두 콘텐츠 모두 CJ대한통운의 노사 관계 문제와 관련된 부정적인 상황을 다루고 있어, 단기적으로 주가에 부정적인 영향을 미칠 가능성이 높습니다.",-1.0
2022,Q1,2,4,120,CJ대한통운,산업재,2022-02-28,부정,"뉴스 기사에서는 CJ대한통운 본사 점거 농성이 해제되었고 대화의 가능성이 열려있음을 언급하여 긍정적인 측면이 있지만, 경제 영상에서는 파업이 60일째 지속되며 고객들이 택배를 기피하고 있다는 부정적인 영향을 강조하고 있습니다. 파업의 지속으로 인한 부정적 영향이 더 두드러지므로 종합적으로 부정적으로 판단합니다.",-1.0
2022,Q1,3,1,120,CJ대한통운,산업재,2022-03-03,긍정,"뉴스 기사에서는 CJ대한통운과 택배노조 간의 잠정 합의가 조합원 투표를 통해 가결되어 파업이 종료되었다고 보도하고 있습니다. 경제 영상에서도 파업이 마무리되었다는 점을 언급하고 있습니다. 두 콘텐츠 모두 파업 종료라는 긍정적인 결과를 전하고 있어, 단기적으로 주가에 긍정적인 영향을 미칠 것으로 판단됩니다.",1.0
2022,Q1,3,2,120,CJ대한통운,산업재,2022-03-11,부정,"뉴스 기사와 경제 영상 모두 CJ대한통운의 대리점들이 민주노총 소속 전국 택배 노조원들에게 집단 계약해지를 통보한 사건으로 인해 부당노동행위로 고소당한 사실을 보도하고 있습니다. 이는 기업의 이미지와 노동 관계에 부정적인 영향을 미칠 수 있는 사건으로, 단기적으로 주가에 부정적인 영향을 줄 가능성이 높습니다.",-1.0
2022,Q1,3,3,120,CJ대한통운,산업재,,,,
2022,Q1,3,4,120,CJ대한통운,산업재,2022-03-31,,,
2022,Q2,4,1,120,CJ대한통운,산업재,,,,
2022,Q2,4,2,120,CJ대한통운,산업재,2022-04-13,,,
2022,Q2,4,3,120,CJ대한통운,산업재,,,,
2022,Q2,4,4,120,CJ대한통운,산업재,2022-04-27,중립,뉴스 기사와 경제 영상 모두 CJ대한통운이 중소벤처기업부와 협약을 체결했다는 동일한 내용을 다루고 있습니다. 그러나 이 협약이 단기적으로 주가에 미치는 긍정적 또는 부정적 영향에 대한 구체적인 정보는 제공되지 않았습니다. 따라서 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.,0.0
2022,Q2,5,1,120,CJ대한통운,산업재,2022-05-06,중립,"뉴스 기사는 CJ대한통운의 본사 점거 농성과 관련된 부정적인 사건을 보도했으나, 경제 영상은 관련 정보가 불명확하고 CJ대한통운과의 직접적인 연관성을 찾기 어려웠습니다. 따라서 두 콘텐츠를 종합했을 때 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.",0.0
2022,Q2,5,2,120,CJ대한통운,산업재,2022-05-11,,,
2022,Q2,5,3,120,CJ대한통운,산업재,2022-05-17,,,
2022,Q2,5,4,120,CJ대한통운,산업재,2022-05-24,,,
2022,Q2,6,1,120,CJ대한통운,산업재,,,,
2022,Q2,6,2,120,CJ대한통운,산업재,2022-06-14,중립,"뉴스 기사에서는 CJ대한통운이 첨단 자동화 물류시스템을 동남아 사업장으로 확대 적용한다는 긍정적인 사업 확장 소식을 전했습니다. 반면, 경제 영상에서는 항만하역 용역 입찰에서 담합이 적발되었다는 부정적인 소식이 있었으나, 이는 CJ대한통운과 직접적인 관련이 없었습니다. 두 정보가 상충하지 않으며, 주가에 미치는 영향이 불분명하므로 중립으로 판단합니다.",0.0
2022,Q2,6,3,120,CJ대한통운,산업재,2022-06-15,부정,뉴스 기사에서는 CJ대한통운이 담합 혐의로 과징금을 부과받았다는 부정적인 소식을 전하고 있습니다. 경제 영상에서는 관련된 정보가 없거나 불명확하여 주가에 대한 영향을 판단할 수 없습니다. 따라서 뉴스 기사의 부정적 정보에 근거하여 부정적으로 판단합니다.,-1.0
2022,Q2,6,4,120,CJ대한통운,산업재,2022-06-22,,,
2022,Q3,7,1,120,CJ대한통운,산업재,2022-07-04,중립,"뉴스 기사는 CJ대한통운이 국제 에어쇼에 참가하는 블랙이글스 T-50B를 성공적으로 운송한 내용을 긍정적으로 보도하고 있습니다. 그러나 경제 영상은 관련 정보가 전혀 없고, 반복적인 문장으로 인해 유의미한 분석이 불가능합니다. 따라서 뉴스 기사의 긍정적 정보만으로는 주가에 미치는 영향을 판단하기 어려워 중립으로 평가합니다.",0.0
2022,Q3,7,2,120,CJ대한통운,산업재,,,,
2022,Q3,7,3,120,CJ대한통운,산업재,,,,
2022,Q3,7,4,120,CJ대한통운,산업재,2022-07-28,중립,"뉴스 기사는 CJ대한통운이 '빅데이터 패키징' 기술을 통해 택배 상자 크기를 줄여 효율성을 높였다는 긍정적인 내용을 담고 있습니다. 반면, 경제 영상에서는 웨어러블 시트의 프로토타입 제작과 현장 테스트에 대한 내용이 포함되어 있지만, 이는 주가에 직접적인 영향을 미칠 만한 정보로 보이지 않습니다. 두 콘텐츠 모두 긍정적이지만, 주가에 미치는 영향이 명확하지 않으므로 종합적으로 중립으로 판단합니다.",0.0
2022,Q3,8,1,120,CJ대한통운,산업재,2022-08-03,부정,"뉴스 기사에서는 CJ대한통운이 친환경적인 경영을 통해 긍정적인 이미지를 구축하고 있음을 보여주고 있습니다. 그러나 경제 영상에서는 택배 노조의 추가 파업 가능성이 언급되어, 이는 기업 운영에 부정적인 영향을 미칠 수 있는 요소로 작용합니다. 파업은 단기적으로 기업의 운영과 수익성에 부정적인 영향을 미칠 가능성이 높기 때문에, 종합적으로 부정적인 전망으로 판단합니다.",-1.0
2022,Q3,8,2,120,CJ대한통운,산업재,,,,
2022,Q3,8,3,120,CJ대한통운,산업재,2022-08-16,,,
2022,Q3,8,4,120,CJ대한통운,산업재,2022-08-30,긍정,"뉴스 기사에서는 CJ대한통운이 동남아 지역에서 물류 전문가 교육을 진행하고 있다는 점을 강조하며, 이는 기업의 현지 역량 강화와 관련된 긍정적인 활동으로 보입니다. 경제 영상에서는 이러한 교육과 투자가 글로벌 경쟁력 강화를 위한 첨단기술 전파와 전문성 강화로 이어질 것이라고 설명하고 있습니다. 두 콘텐츠 모두 CJ대한통운의 긍정적인 미래 전망을 제시하고 있어 긍정적으로 판단합니다.",1.0
2022,Q3,9,1,120,CJ대한통운,산업재,2022-09-02,긍정,"뉴스 기사에서는 CJ대한통운과 관련된 정보가 없으며, 경제 영상에서는 CJ대한통운이 한국 해양진흥공사와의 협약을 통해 항만물류 경쟁력 제고를 위한 투자와 사업기회 발굴을 진행한다고 긍정적으로 보도하고 있습니다. 이는 CJ대한통운의 사업 확장과 경쟁력 강화에 긍정적인 영향을 미칠 수 있습니다.",1.0
2022,Q3,9,2,120,CJ대한통운,산업재,2022-09-08,중립,"뉴스 기사는 CJ대한통운과 관련이 없는 현대로템의 KTX-이음 납품에 대한 내용만을 다루고 있습니다. 경제 영상에서는 CJ대한통운의 편의점 택배 물량이 경쟁사로 넘어갔다는 부정적인 소식을 전하고 있습니다. 그러나 뉴스 기사에서 CJ대한통운과 관련된 정보가 전혀 없기 때문에, 종합적으로 판단할 수 있는 정보가 부족하여 중립으로 판단합니다.",0.0
2022,Q3,9,3,120,CJ대한통운,산업재,,,,
2022,Q3,9,4,120,CJ대한통운,산업재,2022-09-26,,,
2022,Q4,10,1,120,CJ대한통운,산업재,,,,
2022,Q4,10,2,120,CJ대한통운,산업재,2022-10-13,,,
2022,Q4,10,3,120,CJ대한통운,산업재,2022-10-21,중립,"뉴스 기사에서는 CJ대한통운의 기술 혁신과 관련된 긍정적인 소식을 전했으나, 경제 영상에서는 하도급업체와 관련된 부정적인 재정 문제를 언급했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2022,Q4,10,4,120,CJ대한통운,산업재,2022-10-26,,,
2022,Q4,11,1,120,CJ대한통운,산업재,,,,
2022,Q4,11,2,120,CJ대한통운,산업재,2022-11-11,중립,"뉴스 기사는 CJ대한통운의 건설부문이 건축상 수상 소식을 전했으나, 이는 주가에 직접적인 영향을 미칠 만한 경제적 정보는 아닙니다. 경제 영상은 관련 정보가 부족하여 주가에 대한 판단에 기여하지 못했습니다. 따라서 두 콘텐츠 모두 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.",0.0
2022,Q4,11,3,120,CJ대한통운,산업재,2022-11-17,긍정,"뉴스 기사에서는 CJ대한통운이 글로벌 네트워크를 강화하고 국제물류서비스를 확장하는 긍정적인 전략을 소개했습니다. 경제 영상에서는 택배 요금 인상이 언급되었는데, 이는 수익성 개선에 긍정적인 영향을 미칠 수 있습니다. 두 콘텐츠 모두 긍정적인 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.",1.0
2022,Q4,11,4,120,CJ대한통운,산업재,,,,
2022,Q4,12,1,120,CJ대한통운,산업재,,,,
2022,Q4,12,2,120,CJ대한통운,산업재,2022-12-14,중립,"뉴스 기사에서는 CJ대한통운이 e커머스 전용 물류시설 시장에서 쿠팡에 밀렸다는 부정적인 내용을 전하고 있지만, 경제 영상에서는 초국경 택배 시장 공략을 위한 인프라 확장을 긍정적으로 설명하고 있습니다. 두 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
2022,Q4,12,3,120,CJ대한통운,산업재,,,,
2022,Q4,12,4,120,CJ대한통운,산업재,2022-12-30,긍정,뉴스 기사와 경제 영상 모두 CJ대한통운의 탄소중립 목표와 중장기 ESG 전략 발표를 긍정적으로 다루고 있습니다. 이는 기업의 지속 가능성 및 환경적 책임을 강조하는 긍정적인 요소로 작용할 수 있습니다.,1.0
2023,Q1,1,1,120,CJ대한통운,산업재,2023-01-06,부정,"뉴스 기사에서는 CJ대한통운이 택배요금을 올렸음에도 불구하고 택배기사의 처우 개선에 기여하지 않았다는 비판을 받고 있으며, 노조가 투쟁 방향을 논의 중이라는 부정적인 내용을 담고 있습니다. 경제 영상에서도 택배비 인상으로 인한 소비자 부담 증가와 노조의 불만을 언급하고 있어, 두 콘텐츠 모두 부정적인 논조를 보입니다.",-1.0
2023,Q1,1,2,120,CJ대한통운,산업재,2023-01-13,부정,"뉴스 기사와 경제 영상 모두 CJ대한통운이 택배기사들의 단체교섭 요구를 거부한 것에 대한 부정적인 판결을 다루고 있습니다. 이는 기업의 법적 문제와 관련된 부정적인 이슈로, 단기적으로 주가에 부정적인 영향을 미칠 가능성이 높습니다.",-1.0
2023,Q1,1,3,120,CJ대한통운,산업재,,,,
2023,Q1,1,4,120,CJ대한통운,산업재,2023-01-31,부정,"뉴스 기사에서는 CJ대한통운과 관련된 긍정적 또는 부정적 정보가 명확히 드러나지 않았습니다. 반면, 경제 영상에서는 CJ대한통운의 택배 기사 처우 개선 문제로 인해 장기 파업 사태가 재발할 가능성에 대한 우려가 제기되고 있습니다. 이는 기업 운영에 부정적인 영향을 미칠 수 있는 요소로 판단됩니다.",-1.0
2023,Q1,2,1,120,CJ대한통운,산업재,,,,
2023,Q1,2,2,120,CJ대한통운,산업재,2023-02-13,부정,"뉴스 기사에서는 CJ대한통운이 신입사원 환영 행사를 통해 긍정적인 기업 이미지를 강조하고 있지만, 경제 영상에서는 물류업체와의 대금 지급 지연 문제로 인해 부정적인 상황이 발생하고 있음을 지적하고 있습니다. 대금 지급 지연은 기업의 재무 상태나 신뢰도에 부정적인 영향을 미칠 수 있는 요소로 판단됩니다.",-1.0
2023,Q1,2,3,120,CJ대한통운,산업재,2023-02-16,,,
2023,Q1,2,4,120,CJ대한통운,산업재,2023-02-28,,,
2023,Q1,3,1,120,CJ대한통운,산업재,2023-03-06,긍정,"뉴스 기사에서는 CJ대한통운이 새로운 통합 배송 브랜드 '오네'를 선보인다는 긍정적인 소식을 전하고 있습니다. 이는 브랜드 강화와 시장 점유율 확대에 긍정적인 영향을 미칠 수 있습니다. 경제 영상에서는 CJ대한통운이 쿠팡의 로켓배송과 경쟁할 새로운 서비스를 론칭한다고 언급하며, 이는 시장 경쟁력을 높일 수 있는 긍정적인 요소로 작용할 수 있습니다. 두 콘텐츠 모두 CJ대한통운의 시장 경쟁력 강화와 관련된 긍정적인 정보를 제공하고 있습니다.",1.0
2023,Q1,3,2,120,CJ대한통운,산업재,2023-03-14,중립,"뉴스 기사는 CJ대한통운의 서비스 품질이 중요해지고 있다는 점을 언급하며 긍정적인 요소를 제공하지만, 경제 영상은 CJ대한통운과 관련이 없는 한국타이어의 문제를 다루고 있어 주가에 직접적인 영향을 미치지 않습니다. 두 콘텐츠 간에 상충되는 정보가 없고, 주가에 미치는 영향이 불분명하므로 중립으로 판단합니다.",0.0
