name,sector,year,quarter,유동자산_lag1,비유동자산_lag1,자산총계_lag1,유동부채_lag1,비유동부채_lag1,부채총계_lag1,이익잉여금_lag1,자본총계_lag1,매출액_lag1,영업이익_lag1,법인세차감전 순이익_lag1,당기순이익_lag1,당기순이익(손실)_lag1,자본금_lag1,유동자산_lag2,비유동자산_lag2,자산총계_lag2,유동부채_lag2,비유동부채_lag2,부채총계_lag2,이익잉여금_lag2,자본총계_lag2,매출액_lag2,영업이익_lag2,법인세차감전 순이익_lag2,당기순이익_lag2,당기순이익(손실)_lag2,자본금_lag2,유동자산_lag3,비유동자산_lag3,자산총계_lag3,유동부채_lag3,비유동부채_lag3,부채총계_lag3,이익잉여금_lag3,자본총계_lag3,매출액_lag3,영업이익_lag3,법인세차감전 순이익_lag3,당기순이익_lag3,당기순이익(손실)_lag3,자본금_lag3,유동자산_lag4,비유동자산_lag4,자산총계_lag4,유동부채_lag4,비유동부채_lag4,부채총계_lag4,이익잉여금_lag4,자본총계_lag4,매출액_lag4,영업이익_lag4,법인세차감전 순이익_lag4,당기순이익_lag4,당기순이익(손실)_lag4,자본금_lag4,Label,code
동아쏘시오홀딩스,헬스케어,2022,Q3,0.06297101406042965,917314406655.0,978960544892.0,205874859727.0,112126390605.0,0.3248356146642072,434679194761.0,0.6751643853357928,2618113617.0,-1.3988266010382238,-8008187325.0,-2.5618504573096224,-6707215567.0,31744565000.0,0.09138338540244202,909715697862.0,1001209622680.0,171823160254.0,162053616839.0,0.3334734001050562,441397565791.0,0.6665265998949438,34232391004.0,0.8260974395184845,25252415813.0,0.6762565432632203,23149878408.0,31744565000.0,0.07602362131867788,910772195696.0,985709393346.0,193350845474.0,141835882298.0,0.34004619417717574,424508977836.0,0.6599538058228243,3208436932.0,-0.5957979591041561,-11358027825.0,-3.6366933679218727,-11668101312.0,31744010000.0,0.07322668288712174,918062530147.0,990600951921.0,202819643256.0,120361377632.0,0.3262474362267457,439366480856.0,0.6737525637732543,20329621763.0,0.6637764852349457,13735357189.0,0.6573625868102679,13363932751.0,31737530000.0,-0.32571905902371934,000640
SK하이닉스,정보기술,2022,Q3,0.19675493481334674,73312598000000.0,91270524000000.0,12278587000000.0,16039053000000.0,0.3102605174042827,57205272000000.0,0.6897394825957173,12101714000000.0,0.3522874528351934,4380679000000.0,0.2734780379043828,3309553000000.0,3657652000000.0,0.19729114412953855,69984646000000.0,87185591000000.0,13499545000000.0,13835929000000.0,0.31353201471100883,54112915000000.0,0.6864679852889911,10637572000000.0,0.28014785704858214,2963968000000.0,0.20738990062769963,2206125000000.0,3657652000000.0,0.19811048613538038,68138592000000.0,84972544000000.0,11947187000000.0,14287743000000.0,0.308745963872754,52976872000000.0,0.691254036127246,11897258000000.0,0.3471662125844459,4631340000000.0,0.2779251319925986,3306547000000.0,3657652000000.0,0.21343480341375437,59310085000000.0,75403902000000.0,8932008000000.0,11049642000000.0,0.26499490702749046,49661366000000.0,0.7350050929725096,11521825000000.0,0.3630146265891037,4590532000000.0,0.2914757861710276,3358333000000.0,3657652000000.0,-0.4406059462925681,000660
영풍,철강_소재,2022,Q3,0.3727424628155485,1674558483493.0,2669650636658.0,472093759665.0,297230390170.0,0.2881740926213768,1909996819407.0,0.7118259073786232,484394324595.0,0.0588113931636557,13060591773.0,0.019406880303273137,9400582677.0,9210200000.0,0.399215597184097,1648601884340.0,2744082364011.0,548968588089.0,304187871776.0,0.3109077449912797,1900596236730.0,0.6890922550087203,387771614079.0,0.02155836827266291,109868257739.0,0.23442667230015524,90904009101.0,9210200000.0,0.3549110643048538,1651348653279.0,2559877502006.0,441411421469.0,301242845492.0,0.2901132051744792,1826893567629.0,0.7098867948255208,313009735759.0,-0.10734912384920557,-59926079293.0,-0.15464288726235959,-48404729279.0,9210200000.0,0.345597488417983,1643803403626.0,2511914875834.0,341106849398.0,307155201675.0,0.258074848518808,1879111887614.0,0.741925151481192,318692248036.0,-0.18425741072110022,-61343940726.0,-0.1455994705894397,-46401422595.0,9210200000.0,-0.49852108298477527,000670
현대건설,건설,2022,Q3,0.6783151985323667,4408972000000.0,13705876000000.0,5325042000000.0,2040496000000.0,0.5374000173356304,4802823000000.0,0.46259998266436964,2967544000000.0,0.03404027033803037,202498000000.0,0.04841006569742521,143659000000.0,562052000000.0,0.6805462123910148,4262500000000.0,13343088000000.0,5262019000000.0,1987872000000.0,0.5433443142996583,4657862000000.0,0.45665568570034165,2392866000000.0,0.03674380429159008,173429000000.0,0.056426895613878925,135022000000.0,562052000000.0,0.6789423834276883,4267328000000.0,13291471000000.0,5118936000000.0,2166698000000.0,0.5481435425770406,4591603000000.0,0.45185645742295943,3095042000000.0,0.03323929045227819,142443000000.0,0.02774340380518261,85867000000.0,562052000000.0,0.6886528443448942,3910392000000.0,12559588000000.0,4661846000000.0,2087549000000.0,0.5373898411317314,4507594000000.0,0.4626101588682686,2448205000000.0,0.042061020216852756,83478000000.0,0.025049372907905997,61326000000.0,557273000000.0,-0.4908977722604688,000720
한화,에너지_화학,2022,Q3,0.25320805637183313,6402092000000.0,8572792000000.0,2949311000000.0,2040571000000.0,0.5820603136061158,2530719000000.0,0.4179396863938843,799408000000.0,0.022435352160598842,27367000000.0,0.03386881292156196,27075000000.0,489550000000.0,0.24954448214169028,6236115000000.0,8309773000000.0,2912260000000.0,1839953000000.0,0.5718824088215165,2503643000000.0,0.42811759117848347,758809000000.0,0.037446841036413644,37825000000.0,0.05132780449362093,38948000000.0,489550000000.0,0.23295289942208505,6235365000000.0,8129051000000.0,2693216000000.0,1848512000000.0,0.5587033467990298,2534572000000.0,0.4412966532009702,1214272000000.0,0.05462367574974964,38456000000.0,0.02148941917461656,26094000000.0,489550000000.0,0.24502982858435363,6194947000000.0,8205552000000.0,2742748000000.0,1930474000000.0,0.569519515567021,2479578000000.0,0.43048048443297904,824390000000.0,0.08483363456616408,56083000000.0,0.05291548902825119,43623000000.0,489550000000.0,-0.36165995645548943,000880
CJ,생활소비재,2022,Q3,0.013960824952486057,3125311999000.0,3169561695000.0,92071540000.0,257840842000.0,0.11039771920262306,1754644676000.0,0.8896022807973769,63215025959.43718,0.23329791890717916,12375566000.0,0.17325426722165205,10952273000.0,179047370000.0,0.036007333325410305,3118558381000.0,3235043677000.0,170255311000.0,256091325000.0,0.1317900710371151,1743692404000.0,0.868209928962885,65820181406.92391,1.3410316731627059,87261579000.0,1.2944797048377192,85202889000.0,179047370000.0,0.02087368141997764,3120625273000.0,3187152887000.0,131981647000.0,254442971000.0,0.12124445600842618,1735723632000.0,0.8787555439915739,64150489458.6798,0.2718906924511399,15279194000.0,0.17363325040839417,11138658000.0,179047370000.0,0.012888744328607833,3123093640000.0,3163871977000.0,119747657000.0,253093612000.0,0.11784334881765034,1726026071000.0,0.8821566511823496,63743937934.24598,0.4006359008811696,24545317000.0,0.3463370747940464,22076889000.0,179047370000.0,-0.29108111084413335,001040
LG상사,산업재,2022,Q3,0.29414774952439554,2391133938422.0,3387584210167.0,634448136814.0,633390409706.0,0.37426037785714517,1776615718815.0,0.6257396221428548,1036511978202.0,0.03113577295554473,194596277489.0,0.1508243197817956,156331214058.0,193800000000.0,0.30886209252833063,2310752141337.0,3343402404001.0,704891811571.0,728446207191.0,0.4287064031080272,1619913812172.0,0.5712935968919728,1071747812819.0,0.011786759659227226,173195023498.0,0.1412669835329716,151402580625.0,193800000000.0,0.27430391598107917,2190908559169.0,3019044207922.0,752322180694.0,461350589643.0,0.40200563050793076,1551313842538.0,0.5979943694920693,1014663108702.0,0.015157731481609434,100255143758.0,0.09089065048494378,92223389973.0,193800000000.0,0.30673732694981515,2160486691439.0,3116404179001.0,933645073201.0,484334623744.0,0.4550050685015928,1459907435187.0,0.5449949314984073,1110680546195.0,0.007752877542962015,136225717218.0,0.10675466186672801,118570326151.0,193800000000.0,-0.334300148426536,001120
동국제강,철강_소재,2022,Q3,0.43796903912798946,3335187053768.0,5934169620466.0,2728826203877.0,379576994177.0,0.5238143492450259,990927966434.0,0.4761856507549741,2137079800110.0,0.12245451548207512,-16441158493.0,0.023409866324329544,50028752445.0,690953196364.0,0.3860895762862183,3601404359478.0,5866335250820.0,2662440652084.0,396648525003.0,0.5214651134470023,940894624625.0,0.4785348865529977,1968590898789.0,0.08511700799900919,162661174030.0,0.0619561858515291,121966383591.0,690953196364.0,0.38864434647591956,3639250884089.0,5952755753727.0,2825021975014.0,402033959964.0,0.5421112621591355,856310866381.0,0.4578887378408645,1978128498612.0,0.08818779580416776,-85863400053.0,-0.03660288618702213,-72405212298.0,690953196364.0,0.35838442826361677,3904110780825.0,6084813013904.0,2897134709327.0,389848230182.0,0.5401945683455078,930679670579.0,0.4598054316544921,1877375634422.0,0.15931109017726322,262775106770.0,0.1029999102936765,193369521933.0,690953196364.0,-0.38687037943340374,001230
세아베스틸,철강_소재,2022,Q3,0.006951552421950282,1741118951434.0,1753307158055.0,169473857421.0,138740941076.0,0.17579053224131735,939004355771.0,0.8242094677586826,1198931973.0,-0.5209318702521581,-2663136439.0,-56.57005135936933,-67823643289.0,219310595000.0,0.37665082558272894,1710188713733.0,2743548534145.0,773193642145.0,452850994659.0,0.4468827948713817,1006832430514.0,0.5531172051286183,629631641009.0,0.03441452440712119,17160053237.0,0.019818537195816742,12478378097.0,219310595000.0,0.33722799747440385,1709366315196.0,2579116662566.0,639116950430.0,381223582855.0,0.39561627750093653,1043555801847.0,0.6043837224990635,565540766468.0,0.041304916589636795,16260941847.0,0.028774027090265948,16272885335.0,219310595000.0,0.3372343229254191,1704103500364.0,2571200590661.0,628743834139.0,403124203541.0,0.40131759514520376,1022022470278.0,0.5986824048547962,543951262481.0,0.06469875030068392,36112962565.0,0.05546523129368385,30170382586.0,219310595000.0,-0.35896559228355207,001430
대상,생활소비재,2022,Q3,0.4656126334408411,1519683155577.0,2843785708038.0,769919938749.0,820987043763.0,0.5594327934117115,975852523822.0,0.4405672065882886,829237816974.0,0.0550945449469684,40641557273.0,0.03661447896551005,30362110607.0,36018248000.0,0.4768596221883564,1439938291194.0,2752489297839.0,765306938700.0,774268571867.0,0.5593393266872035,945629193817.0,0.4406606733127964,812927911428.0,0.05346280881862588,38129523379.0,0.0348984583604283,28369930867.0,36018248000.0,0.47033561575068583,1391643801708.0,2627406793984.0,785907572466.0,632210020995.0,0.5397403998147825,946035255931.0,0.4602596001852175,756688349081.0,0.020818919831569478,64735582720.0,0.06793698149235955,51407122367.0,36018248000.0,0.473343406961931,1337246112858.0,2539123464009.0,737796878328.0,643842119258.0,0.5441401401586602,894760000629.0,0.4558598598413398,744714392905.0,0.03831478558202098,28523899178.0,0.03095149455898913,23050023480.0,36018248000.0,-0.36312036968060746,001680
SK네트웍스,경기소비재,2022,Q3,0.32643740834389107,3402036000000.0,5050809000000.0,1709813000000.0,1302618000000.0,0.5964254439239338,718092000000.0,0.40357455607606624,1392504000000.0,0.0012969442098550526,9726000000.0,0.004346127551518703,6052000000.0,648654000000.0,0.3638115144236947,3490576000000.0,5486701000000.0,2208516000000.0,1244210000000.0,0.6292899868245053,711790000000.0,0.37071001317549473,1803102000000.0,0.002594417842140933,19805000000.0,0.007905820081171227,14255000000.0,648654000000.0,0.3704302368117431,3576300000000.0,5680546000000.0,2312733000000.0,1321992000000.0,0.6398548660639312,724758000000.0,0.36014513393606884,2093999000000.0,-0.0023691510836442616,4535000000.0,-0.008627511283434234,-18066000000.0,648654000000.0,0.40045330756221,3715461000000.0,6197117000000.0,2763718000000.0,1409407000000.0,0.6733978073997957,740893000000.0,0.32660219260020423,2121080000000.0,-3.488788730269485e-05,3889000000.0,0.00044882795556980406,952000000.0,648654000000.0,-0.3631689663177211,001740
오리온,생활소비재,2022,Q3,0.0028926254451193036,1902603949458.0,1908123435861.0,21278225534.0,21304665574.0,0.02231663335175451,257901642475.0,0.9776833666482455,4532058133.0,0.17558745114181437,4243043514.0,0.47443639024477624,2150173301.0,31322711000.0,0.01202471910751554,1904448193998.0,1954993599086.0,70383217374.0,21806196373.0,0.04715586475070837,255747020137.0,0.9528441352492917,15494317013.0,0.8040412534187511,14469529356.0,0.8852746207846032,13716725618.0,31322711000.0,0.0026816133002657548,1911699640068.0,1943949717688.0,39583413651.0,21991743981.0,0.0316752830959194,24430787790.0,0.9683247169040806,4586596659.0,0.38766965338252996,1660746177.0,0.47691750041018816,2187428214.0,31322711000.0,0.0023853117385394924,1911552129408.0,1943224481777.0,39934492714.0,23642170385.0,0.032717096606801555,22182619881.0,0.9672829033931984,4214485627.0,0.2513095166856527,1763314373.0,2.323339140195388,9791679413.0,31322711000.0,-0.28625864715587435,001800
고려제강,철강_소재,2022,Q3,0.20682031343056678,1148668751014.0,1448182259914.0,181626976120.0,96196817989.0,0.1918431138118613,1136570621447.0,0.8081568861881387,148076678416.0,0.07703246621966016,15026719840.0,0.07671061320735724,11359052803.0,23000000000.0,0.2051283156623585,1148366802131.0,1444719726163.0,190694228991.0,95026084170.0,0.19776867996385597,1125211568644.0,0.8022313200361441,138048640645.0,0.10918099058837712,30627137699.0,0.16905547796747014,23337878927.0,23000000000.0,0.18023111318207705,1146307297988.0,1398329842009.0,168021951986.0,87748747848.0,0.18291156503284708,1108771297817.0,0.8170884349671529,138735478744.0,0.05916689413777657,7931107791.0,0.03555156001660685,4932262699.0,23000000000.0,0.17159757520468058,1166405857404.0,1408018400830.0,172529218050.0,99252303238.0,0.19302412605388536,1083607043341.0,0.8069758739461147,124354891641.0,0.08770686865689824,24616637795.0,0.15361286296760257,19102510929.0,23000000000.0,-0.20953158833941865,002240
넥센타이어,경기소비재,2022,Q3,0.3870419984498462,1901722914923.0,3102533795323.0,914441305484.0,703519510042.0,0.521496596738137,1376515714908.0,0.4785034032618631,556656958071.0,-0.06992329315505555,-34595600327.0,-0.06165195613816923,-34318990363.0,54083938500.0,0.358065814802815,1852227729265.0,2885385717067.0,672294942824.0,690833003662.0,0.4724248610586532,1410834705271.0,0.5275751389413468,435608992863.0,-0.10747950543510633,-29223240918.0,-0.076964292494632,-33526337940.0,54083938500.0,0.36746093384654566,1787717277644.0,2826255915726.0,563883997599.0,692841822856.0,0.4446610136974012,1455173202941.0,0.5553389863025988,357285657737.0,-0.11238533739733081,-44345398134.0,-0.10525856365799884,-37607375149.0,54083938500.0,0.3515438780313504,1791396739302.0,2762556599610.0,451461692907.0,730845899724.0,0.42797588031242895,1465953982703.0,0.572024119687571,363423582049.0,-0.048060118279955356,-7703606499.0,-0.016091531721822924,-5848042099.0,54083938500.0,-0.3747894881035392,002350
KCC,건설,2022,Q3,0.2560416970960722,6961801972719.0,9357785168261.0,2024890423214.0,2341735689188.0,0.46663030128244226,4722725547622.0,0.5333696987175578,691108740628.0,0.08847142153120498,184370665036.0,0.18639130021123199,128816656753.0,48084660000.0,0.2518172140032489,6832549807592.0,9132193276125.0,2080099885644.0,2164830483302.0,0.46483142007559675,4593908890869.0,0.5351685799244033,591633937664.0,0.042690866324751185,-26442586185.0,-0.06843106556708861,-40486140780.0,48084660000.0,0.19347039905610594,7105826145265.0,8810372411563.0,1715523114900.0,2041225422163.0,0.42640065159249446,4680343949649.0,0.5735993484075055,630575275807.0,0.03312930973588307,-25479858835.0,-0.016603386075676796,-10469684754.0,48084660000.0,0.2287616434880631,7167502232318.0,9293498140749.0,2401095084512.0,1824291378356.0,0.45466049477548603,4690929796637.0,0.5453395052245139,571114320152.0,0.04631579759190769,-346326241578.0,-0.4617484506356175,-263711152466.0,48084660000.0,-0.4071626019581347,002380
아모레G,생활소비재,2022,Q3,0.21819288416667398,1627916001628.0,2082247614097.0,30630853317.0,29140366841.0,0.028705145225449445,1256272020673.0,0.9712948547745506,23917284859.70384,-0.1486286853149107,2387422664.0,-0.04234550505799098,-1012789507.0,47997075000.0,0.24087476675454994,1620978275306.0,2135323928538.0,83559883955.0,28376145003.0,0.05242109989121868,1257316034794.0,0.9475789001087813,24623182831.90016,1.0989618282792808,30068129793.0,1.2037533091213568,29640237815.0,47997075000.0,0.23382983165989812,1621200008424.0,2115979028440.0,54087396475.0,28808178423.0,0.03917599077487764,1266446389730.0,0.9608240092251223,24335763989.02452,-0.266987263351597,-36467398336.0,-1.473625549753595,-35861803587.0,47997075000.0,0.23661989917652262,1623938561280.0,2127300095363.0,28923419404.0,28725621673.0,0.027099627928688093,1303871125060.0,0.9729003720713119,24680290770.629078,-0.1697159584110214,21005636709.0,0.9635793760704479,23781419182.0,47997075000.0,-0.17468396947950215,002790
