,name,sector,year,quarter,유동자산_lag1,유동자산_lag2,유동자산_lag3,유동자산_lag4,비유동자산_lag1,비유동자산_lag2,비유동자산_lag3,비유동자산_lag4,자산총계_lag1,자산총계_lag2,자산총계_lag3,자산총계_lag4,유동부채_lag1,유동부채_lag2,유동부채_lag3,유동부채_lag4,비유동부채_lag1,비유동부채_lag2,비유동부채_lag3,비유동부채_lag4,부채총계_lag1,부채총계_lag2,부채총계_lag3,부채총계_lag4,이익잉여금_lag1,이익잉여금_lag2,이익잉여금_lag3,이익잉여금_lag4,자본총계_lag1,자본총계_lag2,자본총계_lag3,자본총계_lag4,매출액_lag1,매출액_lag2,매출액_lag3,매출액_lag4,영업이익_lag1,영업이익_lag2,영업이익_lag3,영업이익_lag4,법인세차감전 순이익_lag1,법인세차감전 순이익_lag2,법인세차감전 순이익_lag3,법인세차감전 순이익_lag4,당기순이익_lag1,당기순이익_lag2,당기순이익_lag3,당기순이익_lag4,당기순이익(손실)_lag1,당기순이익(손실)_lag2,당기순이익(손실)_lag3,당기순이익(손실)_lag4,자본금_lag1,자본금_lag2,자본금_lag3,자본금_lag4,Label,Code
10,동아쏘시오홀딩스,헬스케어,2019,Q1,0.06426271875017063,0.11090535779070004,0.10408549173782673,0.13513932459816203,744926601641.0,807942049661.0,805606264065.0,790660842439.0,796085201015.0,908724461159.0,899199931060.0,914206027545.0,123599569698.0,149533121699.0,144832714981.0,162330770972.0,122292566901.0,102559412343.0,103409110824.0,105423270751.0,0.3088766582841764,0.2774136108545792,0.27606966730120425,0.2928815099174352,338476251730.0,441440335791.0,435565394744.0,431099223578.0,0.6911233417158237,0.7225863891454208,0.7239303326987957,0.7071184900825648,8226674174.0,20510339839.0,10288124809.0,32046078063.0,-0.27064554641495153,0.4256014402746045,-0.061311584638650156,0.5658972481234201,-107731718358.0,5512281533.0,6809683601.0,16573655298.0,-12.709660069977144,0.2707486090230843,0.43898287431827754,0.48692913258600523,-104558232258.0,5553145982.0,4516310600.0,15604168994.0,30691470000.0,30691470000.0,30691470000.0,30691470000.0,-0.3865674900172079,000640
11,SK하이닉스,정보기술,2019,Q1,0.26070286147360155,0.269848546360387,0.24596668391920942,0.32256117957665664,45082789000000.0,41142431000000.0,39168989000000.0,32467903000000.0,60980608000000.0,56347804000000.0,51945966000000.0,47927432000000.0,11681290000000.0,10159274000000.0,8758476000000.0,9295372000000.0,3638425000000.0,3867812000000.0,3734652000000.0,3378294000000.0,0.2512227329711111,0.24893758060207635,0.24050237125246646,0.26443448920860185,40326128000000.0,36986250000000.0,32382153000000.0,28183375000000.0,0.7487772670288889,0.7510624193979236,0.7594976287475336,0.7355655107913981,9988984000000.0,11335564000000.0,10254269000000.0,8745834000000.0,0.4349810751523879,0.5637111660257929,0.5343152203243352,0.49910197243624793,4600234000000.0,6325643000000.0,5758325000000.0,4343200000000.0,0.33992045637474244,0.4067855820848438,0.4101539563668556,0.36527711365205423,3395460000000.0,4611144000000.0,4205829000000.0,3194653000000.0,3657652000000.0,3657652000000.0,3657652000000.0,3657652000000.0,-0.4946514312700202,000660
12,영풍,철강_소재,2019,Q1,0.2988804774171278,0.27946363538097524,0.2923156122113455,0.3010314901180584,1600296694931.0,1608916655508.0,1606510822697.0,1613237041385.0,2282487711989.0,2232943033151.0,2270095045783.0,2308025352469.0,226055545974.0,162939884626.0,176319793491.0,209429653364.0,288411456157.0,299400598293.0,306518593816.0,305323375585.0,0.22539749039116816,0.20705431175580502,0.21269522974552796,0.2230274586881575,1780244684918.0,1779019326952.0,1795673435196.0,1801985812923.0,0.7746025096088318,0.792945688244195,0.787304770254472,0.7769725413118426,325984456976.0,315029552394.0,346782091028.0,394059581491.0,-0.005028949908248831,-0.07803528424296556,-0.02058364580143113,0.008616005541988183,774219754.0,-22120128291.0,-8086987430.0,72805829122.0,6.943892113747784e-05,-0.05286522523820591,-0.01734710413149415,0.1502305115586996,22636009.0,-16654108244.0,-6015665044.0,59199772512.0,9210200000.0,9210200000.0,9210200000.0,9210200000.0,-0.3049844987464383,000670
13,현대건설,건설,2019,Q1,0.6863427784895056,0.6952758485103163,0.6875868983133422,0.6882123808348537,3540521000000.0,3428527000000.0,3625042000000.0,3585200000000.0,11287867000000.0,11251248000000.0,11603361000000.0,11498853000000.0,4146253000000.0,4095861000000.0,4374370000000.0,4398207000000.0,1829155000000.0,1771924000000.0,1827620000000.0,1808698000000.0,0.5293655568408097,0.5215230346002505,0.5344994437387581,0.5397847072225378,4214126000000.0,4252439000000.0,4217277000000.0,4076795000000.0,0.4706344431591903,0.47847696539974943,0.46550055626124187,0.46021529277746226,2773315000000.0,2606016000000.0,2509558000000.0,2127244000000.0,0.015239523818967553,0.030835574301922936,0.0388554478517731,0.039859555368354546,41440000000.0,63541000000.0,123821000000.0,116286000000.0,0.010453194101643701,0.016021774233158967,0.02713465877258067,0.04445705335166065,28990000000.0,41753000000.0,68096000000.0,94571000000.0,557273000000.0,557273000000.0,557273000000.0,557273000000.0,-0.14612980063809045,000720
14,한화,에너지_화학,2019,Q1,0.2801966296648988,0.27689866762275217,0.26180313969888536,0.25398088076248443,5598830000000.0,5776226000000.0,5763049000000.0,5745981000000.0,7778277000000.0,7988128000000.0,7806927000000.0,7702190000000.0,2763186000000.0,3119255000000.0,2819938000000.0,2835047000000.0,1622146000000.0,1556410000000.0,1731625000000.0,1623957000000.0,0.5637922125941259,0.585326749896847,0.583015954933356,0.5789267727750159,2340503000000.0,2260021000000.0,2202922000000.0,2173681000000.0,0.43620778740587407,0.4146732501031531,0.416984045066644,0.4210732272249841,1548086000000.0,1391623000000.0,1139034000000.0,1145505000000.0,0.027025630359036903,0.06557738697908845,0.08195277752902898,0.06410971580220078,111948000000.0,73743000000.0,35218000000.0,120349000000.0,0.06041589420742775,0.04103050898123989,0.025672631370090796,0.09135796002636391,93529000000.0,57099000000.0,29242000000.0,104651000000.0,489550000000.0,489550000000.0,489550000000.0,489550000000.0,-0.3799932422932636,000880
15,CJ,생활소비재,2019,Q1,0.019036013673606255,0.028588392034763575,0.03999937006840162,0.05390661916078989,2758417010000.0,2718922704000.0,2705910805000.0,2682922209000.0,2811945238000.0,2798939895000.0,2818655239000.0,2835790064000.0,49584193000.0,39262699000.0,23887411000.0,161065729000.0,108655327000.0,110803351000.0,109303526000.0,8509818000.0,0.05627404042638756,0.05361531709490318,0.04725336222646845,0.05979834302713038,1718914435000.0,1714082561000.0,1710114947000.0,1690865162000.0,0.9437259595736124,0.9463846829050968,0.9527466377735315,0.9402016569728696,51305195493.96559,50645020528.03233,50435525707.48015,50387117937.48661,0.1703185206852544,0.22270157820860503,0.22624758719046392,0.9434007132333938,12714063000.0,5238620000.0,27343735000.0,-4867516000.0,0.1684045624778142,0.07834168016190061,0.3816711480642908,0.08509351547590961,8640029000.0,3967616000.0,19249785000.0,4287617000.0,157914810000.0,157914810000.0,157914810000.0,157914810000.0,-0.3780546207374773,001040
16,LG상사,산업재,2019,Q1,0.23757609942993518,0.24098960969858668,0.249524122824741,0.28402636327880365,2056427031320.0,2148109771129.0,2088755947794.0,2033950098274.0,2697222673348.0,2830145408518.0,2783241955299.0,2840817027270.0,705989655854.0,793619582040.0,699009026281.0,732471622828.0,856581493639.0,888736083498.0,926966485097.0,992304577857.0,0.5793259729473564,0.5944414235659228,0.5842019980628395,0.6071408978924964,883262873395.0,912276515410.0,889051055569.0,871133202886.0,0.4206740270526435,0.4055585764340772,0.4157980019371605,0.3928591021075037,760444024837.0,763140272355.0,669046390232.0,711656257985.0,-0.05203552565421471,-0.0005198022819263169,0.015108747232751336,0.012402303463178475,-28815251645.0,27406543831.0,31967221350.0,47790344671.0,-0.032006578412154756,0.030453870541101356,0.026723261477877795,-0.1218415536870437,-24339211309.0,23240575059.0,17879101627.0,-86709304164.0,193800000000.0,193800000000.0,193800000000.0,193800000000.0,-0.44618699220203717,001120
17,동국제강,철강_소재,2019,Q1,0.31616664018874,0.30443759997843634,0.301109941303374,0.28064666686024287,3918038998513.0,4384004659994.0,4444115223663.0,4486434981146.0,5743707793953.0,6302820077477.0,6358818770367.0,6236761233265.0,2913602769050.0,2894966140154.0,2826219173759.0,2689206105005.0,431579251504.0,606023727627.0,721301705944.0,686132941410.0,0.5824081134621475,0.5554640343124686,0.5578899175794964,0.5412006200288639,721091324096.0,1124519886411.0,1131848478538.0,1183290099794.0,0.41759188653785245,0.44453596568753145,0.44211008242050365,0.45879937997113607,1401165331315.0,1346477656328.0,1353272549444.0,1263930032497.0,0.024778211924082257,0.03424395980379193,0.01627524907384624,0.008439855796389045,-396116438436.0,-13598606571.0,-55277208592.0,-8899121068.0,-0.2691762347131678,-0.005550061820839884,-0.03821964132373048,-0.00677880288442338,-377160408094.0,-7473034233.0,-51721591453.0,-8567932550.0,690953196364.0,690953196364.0,690953196364.0,690953196364.0,-0.3390757329126286,001230
18,세아베스틸,철강_소재,2019,Q1,0.2901042719214557,0.2999439455012147,0.2996367569060014,0.30276126722377783,1893920737593.0,1848176614644.0,1857586127996.0,1861500425774.0,2667885807285.0,2640040897821.0,2652318131074.0,2669817866202.0,605141937081.0,485759218890.0,509841157608.0,596241933041.0,383394043689.0,453118456694.0,440146511369.0,385501731144.0,0.37053159399501934,0.35562997389885803,0.3581725954541971,0.3677193401891486,1163181015642.0,1184383893821.0,1185509501509.0,1170826536376.0,0.6294684060049807,0.6443700261011419,0.6418274045458029,0.6322806598108515,480801185376.0,513682084804.0,524031471623.0,523856712308.0,-0.0729075866432957,0.009799250000943002,0.04240606695848811,0.03984909513143067,-38707110998.0,2389006931.0,13246801344.0,34349073336.0,-0.0437252482074463,0.0018533448667248256,0.01953142842795394,0.05159772538546361,-21023151169.0,952030055.0,10235083182.0,27029814783.0,219310595000.0,219310595000.0,219310595000.0,219310595000.0,-0.3765070156238778,001430
19,대상,생활소비재,2019,Q1,0.3610196304553604,0.37657906994918383,0.38719765559184705,0.36176331614791607,1169567401371.0,1181391016932.0,1191766136969.0,1184291865710.0,1830365152226.0,1895013401035.0,1944780642313.0,1855568468052.0,484915248012.0,542696995482.0,612313025038.0,570197538062.0,425604774876.0,431039566067.0,426551507147.0,422639575243.0,0.49745266499456153,0.5138415174357996,0.5341808271751614,0.5350581939707638,648333823121.0,652988112047.0,631948076850.0,590506651891.0,0.5025473350054385,0.4861584825642003,0.4658191728248386,0.46494180602923624,531721366026.0,599791289480.0,541800204975.0,562611402485.0,0.014577865865974954,0.06475205483339225,0.06311502957917463,0.052964779638987984,-2530138924.0,29355973946.0,55404214873.0,26406469091.0,-0.008902127191873168,0.0350789275636881,0.07648838922257736,0.034863682338046736,-4733451231.0,21040035197.0,41441424959.0,19614705216.0,36018248000.0,36018248000.0,36018248000.0,36018248000.0,-0.25991742289477293,001680
20,SK네트웍스,경기소비재,2019,Q1,0.38859350601564874,0.3299360976781906,0.33764635109014807,0.3462295950988993,4205647000000.0,4283220000000.0,4309453000000.0,4331310000000.0,6878643000000.0,6392256000000.0,6506272000000.0,6625124000000.0,3287274000000.0,2777546000000.0,2855500000000.0,3031411000000.0,1375253000000.0,1420094000000.0,1443429000000.0,1383928000000.0,0.6778265713164646,0.6566758277515794,0.6607361327654301,0.6664537901479278,837312000000.0,815315000000.0,826396000000.0,832119000000.0,0.3221734286835354,0.3433241722484206,0.33926386723456997,0.33354620985207223,3046653000000.0,3200627000000.0,3038329000000.0,3123750000000.0,0.005181423680346925,0.005708256538484491,0.0028976453833669757,0.0057872749099639855,34903000000.0,2227000000.0,-3055000000.0,659000000.0,0.007923777338607317,-0.0043260273690123845,-0.000970270171531786,-0.0007426970788315326,24141000000.0,-13846000000.0,-2948000000.0,-2320000000.0,648654000000.0,648654000000.0,648654000000.0,648654000000.0,-0.39097212576765794,001740
21,오리온,생활소비재,2019,Q1,0.013972574875380945,0.007404794601733571,0.019391103662944532,0.021524944202389682,1888861272205.0,1895485962221.0,1873205529244.0,1876389420593.0,1915627521178.0,1909626353132.0,1910247333306.0,1923440823201.0,7891663843.0,6773247540.0,8654689240.0,28648421364.0,1986280745.0,2059391461.0,2231552257.0,2155588487.0,0.005156505885823584,0.004625323161525021,0.005698864909896015,0.01601505462473018,29594212646.0,24598261808.0,23190202172.0,16465861633.0,0.9948434941141764,0.995374676838475,0.994301135090104,0.9839849453752698,3812892711.0,3891432214.0,3711264948.0,14893329503.0,0.3402786845422989,0.38528810153905974,0.219789547614912,0.7834454503708969,6984975773.0,1808369196.0,8840065020.0,11664462012.0,1.3369867149141506,0.35572579294066564,1.8066006264557322,0.6532466306503365,5097786900.0,1384282810.0,6704773580.0,9729017317.0,31322146500.0,31322146500.0,31322026500.0,31322026500.0,-0.4328442202518903,001800
22,고려제강,철강_소재,2019,Q1,0.17982466173339795,0.1773848028716743,0.1751579531823764,0.1760188451743774,1127511003738.0,1133691490824.0,1136885029716.0,1139489884610.0,1374719466841.0,1378155296403.0,1378306348594.0,1382907701149.0,207938344132.0,215620382513.0,220602654367.0,229647610203.0,91899572919.0,94345595357.0,91577283337.0,90602339251.0,0.21810843905484553,0.22491367894388573,0.22649532016046536,0.23157724061260035,1036223036047.0,1029957910860.0,1027643936487.0,1025149864868.0,0.7818915609451544,0.7750863210561143,0.7735046798395346,0.7684227593873997,126569822553.0,112435942126.0,120673495456.0,107495676387.0,0.0833581059227765,0.041657702576558035,0.05083905329681047,0.04919919301646991,7803768375.0,2818700454.0,3725849445.0,7529174053.0,0.05810852276355407,0.020580379629912934,0.025349593068805916,0.06062323335255651,7354785415.0,2313974373.0,3059024004.0,6516735474.0,20000000000.0,20000000000.0,20000000000.0,20000000000.0,-0.3083863403163756,002240
23,넥센타이어,경기소비재,2019,Q1,0.3063680073135478,0.31852728542349334,0.31485801368968075,0.3076462623919574,1747511039847.0,1681990414939.0,1623813850702.0,1614517892619.0,2519363377515.0,2468169860600.0,2370039908730.0,2331926304315.0,444405213157.0,580697320692.0,435524768206.0,433205889642.0,672024872777.0,516026278212.0,595552568050.0,599434255604.0,0.4431397613770199,0.44434688892821655,0.4350464025766169,0.44282709249224605,1284746060433.0,1253869560101.0,1221378654331.0,1180874003102.0,0.5568602386229801,0.5556531110717834,0.5649535974233831,0.557172907507754,391846349401.0,405169366249.0,418742230975.0,367213557303.0,0.11436290915177182,0.11603182197172349,0.12872280834081448,0.09740132483041034,48014976434.0,43007800149.0,53731418035.0,40744724502.0,0.09304024540928123,0.08019092378773883,0.09672931993195172,0.08448483453022704,36457480511.0,32490905770.0,40504651229.0,31023976626.0,54083938500.0,54083938500.0,54083938500.0,54083938500.0,-0.32064222578258605,002350
24,KCC,건설,2019,Q1,0.26356962827569286,0.22991267253389278,0.23489779599010158,0.2193879411679572,6377177031563.0,6956999668310.0,6665955897815.0,7683964108286.0,8659579067375.0,9034039933109.0,8712503849654.0,9843511922917.0,1362943252726.0,1623436057278.0,1705852144992.0,2279751629768.0,1702084666936.0,1436648101561.0,1350401964397.0,1564107147512.0,0.3539465250926001,0.3387282081435181,0.35078941279439124,0.3904966852664634,5135045575483.0,5514450202040.0,5196744168035.0,5540147573407.0,0.6460534749074,0.6612717918564819,0.6492105872056088,0.6095033147335366,845169743181.0,810748551482.0,885738582706.0,805678990528.0,0.039945857265230804,0.08827990576383908,0.08431371173292135,0.060334218209095326,-501617780955.0,437777634656.0,-445090085346.0,497742122444.0,-0.4439080328644144,0.40399638260996873,-0.3876942533833169,0.45812822726965774,-375177638132.0,327539482005.0,-343395758515.0,369104287679.0,56434870000.0,56434870000.0,56434870000.0,56434870000.0,-0.3404959352914676,002380
25,아모레G,생활소비재,2019,Q1,0.18280074465411267,0.18194710547440113,0.18084339819782158,0.19706718814404542,1438686891379.0,1440870666144.0,1441077523656.0,1440677820537.0,1760509302924.0,1761341688033.0,1759221033543.0,1794269457250.0,5745076801.0,4649345283.0,4631312491.0,39791714143.0,42615899572.0,44460176334.0,43152359744.0,43973001137.0,0.027469878342976137,0.02788188228931529,0.027161835450981175,0.04668457958838724,1129719219405.0,1129550067155.0,1129021928227.0,1127508728858.0,0.9725301216570239,0.9721181177106847,0.9728381645490188,0.9533154204116128,20006264855.25228,20000736365.254036,19968749204.90422,20451235557.30964,0.015610928739554652,-0.03300119760323717,-0.07528898322939356,2.281225804830411,4095840646.0,1031691041.0,-2117682669.0,48102885209.0,0.1640425603052237,0.04349525348033108,-0.10720679858477236,2.3197126857229775,3281878909.0,869937098.0,-2140785674.0,47440990561.0,44450975000.0,44450975000.0,44450975000.0,44450975000.0,-0.45032922275833565,002790
